career_name,career_category,interest_name,relevance_weight,review_status,source_type,source_reference
Physiotherapist,Healthcare,Musculoskeletal Health,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262431 (Physiotherapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533 (physiotherapist); O*NET Database 31.0: 29-1123.00 (Physical Therapists)
Physiotherapist,Healthcare,Exercise Therapy,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262431 (Physiotherapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533 (physiotherapist); O*NET Database 31.0: 29-1123.00 (Physical Therapists)
Physiotherapist,Healthcare,Patient Care,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262431 (Physiotherapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533 (physiotherapist); O*NET Database 31.0: 29-1123.00 (Physical Therapists)
Physiotherapist,Healthcare,Injury Recovery,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262431 (Physiotherapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533 (physiotherapist); O*NET Database 31.0: 29-1123.00 (Physical Therapists)
Physiotherapist,Healthcare,Sports Health,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262431 (Physiotherapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533 (physiotherapist); O*NET Database 31.0: 29-1123.00 (Physical Therapists)
Physiotherapist,Healthcare,Health Education,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262431 (Physiotherapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533 (physiotherapist); O*NET Database 31.0: 29-1123.00 (Physical Therapists)
Physiotherapist,Healthcare,Evidence-Based Practice,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262431 (Physiotherapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533 (physiotherapist); O*NET Database 31.0: 29-1123.00 (Physical Therapists)
Registered Nurse (Acute Care),Healthcare,Acute Care,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 265432 (Registered Nurse (Acute Care)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50 (nurse responsible for general care); O*NET Database 31.0: 29-1141.01 (Acute Care Nurses)
Registered Nurse (Acute Care),Healthcare,Nursing,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 265432 (Registered Nurse (Acute Care)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50 (nurse responsible for general care); O*NET Database 31.0: 29-1141.01 (Acute Care Nurses)
Registered Nurse (Acute Care),Healthcare,Patient Care,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 265432 (Registered Nurse (Acute Care)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50 (nurse responsible for general care); O*NET Database 31.0: 29-1141.01 (Acute Care Nurses)
Registered Nurse (Acute Care),Healthcare,Clinical Assessment,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 265432 (Registered Nurse (Acute Care)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50 (nurse responsible for general care); O*NET Database 31.0: 29-1141.01 (Acute Care Nurses)
Registered Nurse (Acute Care),Healthcare,Emergency Care,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 265432 (Registered Nurse (Acute Care)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50 (nurse responsible for general care); O*NET Database 31.0: 29-1141.01 (Acute Care Nurses)
Registered Nurse (Acute Care),Healthcare,Medication Management,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 265432 (Registered Nurse (Acute Care)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50 (nurse responsible for general care); O*NET Database 31.0: 29-1141.01 (Acute Care Nurses)
Registered Nurse (Acute Care),Healthcare,Care Coordination,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 265432 (Registered Nurse (Acute Care)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50 (nurse responsible for general care); O*NET Database 31.0: 29-1141.01 (Acute Care Nurses)
Registered Nurse (Acute Care),Healthcare,Health Education,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 265432 (Registered Nurse (Acute Care)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50 (nurse responsible for general care); O*NET Database 31.0: 29-1141.01 (Acute Care Nurses)
Registered Nurse (Acute Care),Healthcare,Patient Safety,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 265432 (Registered Nurse (Acute Care)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50 (nurse responsible for general care); O*NET Database 31.0: 29-1141.01 (Acute Care Nurses)
Registered Nurse (Acute Care),Healthcare,Evidence-Based Practice,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 265432 (Registered Nurse (Acute Care)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50 (nurse responsible for general care); O*NET Database 31.0: 29-1141.01 (Acute Care Nurses)
Content Creator (Marketing),Marketing and Communications,Content Creation,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221531 (Content Creator (Marketing)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7 (online marketer); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Content Creator (Marketing),Marketing and Communications,Digital Content,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221531 (Content Creator (Marketing)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7 (online marketer); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Content Creator (Marketing),Marketing and Communications,Social Media Marketing,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221531 (Content Creator (Marketing)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7 (online marketer); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Content Creator (Marketing),Marketing and Communications,Copywriting,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221531 (Content Creator (Marketing)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7 (online marketer); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Content Creator (Marketing),Marketing and Communications,Video Content,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221531 (Content Creator (Marketing)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7 (online marketer); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Content Creator (Marketing),Marketing and Communications,Brand Communication,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221531 (Content Creator (Marketing)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7 (online marketer); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Content Creator (Marketing),Marketing and Communications,Audience Engagement,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221531 (Content Creator (Marketing)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7 (online marketer); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Content Creator (Marketing),Marketing and Communications,Campaign Development,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221531 (Content Creator (Marketing)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7 (online marketer); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Content Creator (Marketing),Marketing and Communications,Graphic Content,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221531 (Content Creator (Marketing)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7 (online marketer); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Content Creator (Marketing),Marketing and Communications,Storytelling,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221531 (Content Creator (Marketing)); ESCO 1.2.1: http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7 (online marketer); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Digital Marketing Analyst,Marketing and Communications,Digital Marketing,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221532 (Digital Marketing Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/092fdeeb-a76f-4ed2-b248-90fd6eaaffef (search engine optimisation expert); O*NET Database 31.0: 13-1161.01 (Search Marketing Strategists)
Digital Marketing Analyst,Marketing and Communications,Marketing Analytics,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221532 (Digital Marketing Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/092fdeeb-a76f-4ed2-b248-90fd6eaaffef (search engine optimisation expert); O*NET Database 31.0: 13-1161.01 (Search Marketing Strategists)
Digital Marketing Analyst,Marketing and Communications,Search Marketing,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221532 (Digital Marketing Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/092fdeeb-a76f-4ed2-b248-90fd6eaaffef (search engine optimisation expert); O*NET Database 31.0: 13-1161.01 (Search Marketing Strategists)
Digital Marketing Analyst,Marketing and Communications,Web Analytics,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221532 (Digital Marketing Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/092fdeeb-a76f-4ed2-b248-90fd6eaaffef (search engine optimisation expert); O*NET Database 31.0: 13-1161.01 (Search Marketing Strategists)
Digital Marketing Analyst,Marketing and Communications,Campaign Performance,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221532 (Digital Marketing Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/092fdeeb-a76f-4ed2-b248-90fd6eaaffef (search engine optimisation expert); O*NET Database 31.0: 13-1161.01 (Search Marketing Strategists)
Digital Marketing Analyst,Marketing and Communications,Consumer Behaviour,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221532 (Digital Marketing Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/092fdeeb-a76f-4ed2-b248-90fd6eaaffef (search engine optimisation expert); O*NET Database 31.0: 13-1161.01 (Search Marketing Strategists)
Digital Marketing Analyst,Marketing and Communications,Data Analysis,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221532 (Digital Marketing Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/092fdeeb-a76f-4ed2-b248-90fd6eaaffef (search engine optimisation expert); O*NET Database 31.0: 13-1161.01 (Search Marketing Strategists)
Digital Marketing Analyst,Marketing and Communications,Conversion Optimisation,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221532 (Digital Marketing Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/092fdeeb-a76f-4ed2-b248-90fd6eaaffef (search engine optimisation expert); O*NET Database 31.0: 13-1161.01 (Search Marketing Strategists)
Digital Marketing Analyst,Marketing and Communications,Social Media Analytics,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221532 (Digital Marketing Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/092fdeeb-a76f-4ed2-b248-90fd6eaaffef (search engine optimisation expert); O*NET Database 31.0: 13-1161.01 (Search Marketing Strategists)
Digital Marketing Analyst,Marketing and Communications,Market Research,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221532 (Digital Marketing Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/092fdeeb-a76f-4ed2-b248-90fd6eaaffef (search engine optimisation expert); O*NET Database 31.0: 13-1161.01 (Search Marketing Strategists)
Market Research Analyst,Marketing and Communications,Market Research,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221533 (Market Research Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1 (market research analyst); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Market Research Analyst,Marketing and Communications,Consumer Behaviour,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221533 (Market Research Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1 (market research analyst); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Market Research Analyst,Marketing and Communications,Survey Research,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221533 (Market Research Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1 (market research analyst); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Market Research Analyst,Marketing and Communications,Data Analysis,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221533 (Market Research Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1 (market research analyst); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Market Research Analyst,Marketing and Communications,Statistical Analysis,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221533 (Market Research Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1 (market research analyst); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Market Research Analyst,Marketing and Communications,Competitive Analysis,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221533 (Market Research Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1 (market research analyst); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Market Research Analyst,Marketing and Communications,Market Trends,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221533 (Market Research Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1 (market research analyst); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Market Research Analyst,Marketing and Communications,Research Design,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221533 (Market Research Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1 (market research analyst); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Market Research Analyst,Marketing and Communications,Data Visualisation,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221533 (Market Research Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1 (market research analyst); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Market Research Analyst,Marketing and Communications,Business Decision Support,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221533 (Market Research Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1 (market research analyst); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Marketing Specialist,Marketing and Communications,Marketing Strategy,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221534 (Marketing Specialist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc (marketing consultant); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Marketing Specialist,Marketing and Communications,Brand Management,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221534 (Marketing Specialist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc (marketing consultant); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Marketing Specialist,Marketing and Communications,Campaign Development,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221534 (Marketing Specialist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc (marketing consultant); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Marketing Specialist,Marketing and Communications,Market Research,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221534 (Marketing Specialist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc (marketing consultant); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Marketing Specialist,Marketing and Communications,Consumer Behaviour,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221534 (Marketing Specialist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc (marketing consultant); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Marketing Specialist,Marketing and Communications,Digital Marketing,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221534 (Marketing Specialist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc (marketing consultant); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Marketing Specialist,Marketing and Communications,Product Positioning,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221534 (Marketing Specialist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc (marketing consultant); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Marketing Specialist,Marketing and Communications,Promotion Strategy,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221534 (Marketing Specialist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc (marketing consultant); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Marketing Specialist,Marketing and Communications,Pricing Strategy,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221534 (Marketing Specialist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc (marketing consultant); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Marketing Specialist,Marketing and Communications,Audience Engagement,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 221534 (Marketing Specialist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc (marketing consultant); O*NET Database 31.0: 13-1161.00 (Market Research Analysts and Marketing Specialists)
Human Resources Adviser,"People, Organisation, Operations and Supply Chain",Human Resources,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 222131 (Human Resources Adviser); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb (human resources officer); O*NET Database 31.0: 13-1071.00 (Human Resources Specialists)
Human Resources Adviser,"People, Organisation, Operations and Supply Chain",Employee Relations,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 222131 (Human Resources Adviser); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb (human resources officer); O*NET Database 31.0: 13-1071.00 (Human Resources Specialists)
Human Resources Adviser,"People, Organisation, Operations and Supply Chain",HR Policy,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 222131 (Human Resources Adviser); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb (human resources officer); O*NET Database 31.0: 13-1071.00 (Human Resources Specialists)
Human Resources Adviser,"People, Organisation, Operations and Supply Chain",Workforce Planning,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 222131 (Human Resources Adviser); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb (human resources officer); O*NET Database 31.0: 13-1071.00 (Human Resources Specialists)
Human Resources Adviser,"People, Organisation, Operations and Supply Chain",Performance Management,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 222131 (Human Resources Adviser); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb (human resources officer); O*NET Database 31.0: 13-1071.00 (Human Resources Specialists)
Human Resources Adviser,"People, Organisation, Operations and Supply Chain",Learning and Development,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 222131 (Human Resources Adviser); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb (human resources officer); O*NET Database 31.0: 13-1071.00 (Human Resources Specialists)
Human Resources Adviser,"People, Organisation, Operations and Supply Chain",Recruitment,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 222131 (Human Resources Adviser); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb (human resources officer); O*NET Database 31.0: 13-1071.00 (Human Resources Specialists)
Human Resources Adviser,"People, Organisation, Operations and Supply Chain",Workplace Compliance,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 222131 (Human Resources Adviser); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb (human resources officer); O*NET Database 31.0: 13-1071.00 (Human Resources Specialists)
Human Resources Adviser,"People, Organisation, Operations and Supply Chain",Organisational Development,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 222131 (Human Resources Adviser); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb (human resources officer); O*NET Database 31.0: 13-1071.00 (Human Resources Specialists)
Human Resources Adviser,"People, Organisation, Operations and Supply Chain",People Analytics,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 222131 (Human Resources Adviser); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb (human resources officer); O*NET Database 31.0: 13-1071.00 (Human Resources Specialists)
Recruitment Consultant,"People, Organisation, Operations and Supply Chain",Recruitment,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 222231 (Recruitment Consultant); ESCO 1.2.1: http://data.europa.eu/esco/occupation/068370e0-9c27-4814-87d0-44fbb3140815 (recruitment consultant); O*NET Database 31.0: 13-1071.00 (Human Resources Specialists)
